Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Active
am2_fac_mz,present_illness,FINAL OUTCOME,radio,Health facility name (Mozambique),"CH03863, Maputo Central Hospital | CH02858, Hospital Central de Quelimane | CH02161, Manhiça: CISM  (Manhiça Health Research Centre) | CH00922, Manhiça: Hospital Distrital da Manhica | CH00930, Manhiça: Hospital Distrital da Manhica - Internal Medicine | CH00931, Manhiça: Hospital Distrital da Manhica - Maternity | CH00929, Manhiça: Hospital Distrital da Manhica - Pediatric | CH02060, Manhiça: Hospital Rural de Xinavane | CH00928, Manhiça: Ilha Josina | CH00925, Manhiça: Malavele | CH02061, Manhiça: Maluana | CH00923, Manhiça: Manhica-sede | CH00924, Manhiça: Maragra | CH00926, Manhiça: Palmeira | CH00927, Manhiça: Taninga | CH02129, ALTO MOLÓCUÈ -  Alto Molocue: CS Alto Molócuè | CH02142, CAIA: Caia Sede - HD de Caia | CH02126, CHINDE: Chinde - Sede: CS Chinde - Sede | CH02127, CHINDE: Micaune: CS Madal | CH02128, CHINDE: Micaune: CS Micaune | CH02089, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinia Santa Victoria | CH02086, CLINICS  QUELIMANE DISTRICT: Urban 1: Clinica Boa Esperanca | CH02085, CLINICS QUELIMANE DISTRICT: Urban 1: Clinica Bons Sinais | CH02088, CLINICS QUELIMANE DISTRICT: Urban 1: Clinica do Hospital Central de Quelimane | CH02087, CLINICS QUELIMANE DISTRICT: Urban 1: Clinica VWT | CH02090, CLINICS QUELIMANE DISTRICT: Urban 1: CS Dream (PRIVADO) | CH02122, DERRE: Derre Sede: CS Derre | CH02123, DERRE: Derre Sede: CS Guerissa | CH02124, DERRE: Derre Sede: CS Machindo | CH02130, GILÉ: Gile Sede: HD de Gile | CH02131, GURUÉ:  Gurue Sede: CS Gurue | CH02132, ILE: Ile Sede: CS de Ile-Sede | CH02116, INHASSUNGE: Gonhane: CS Gonhane | CH02114, INHASSUNGE: Mucupia Sede: CS Bingagira | CH02115, INHASSUNGE: Mucupia Sede: CS Chirimane | CH02117, INHASSUNGE: Mucupia Sede: CS Ilova | CH02118, INHASSUNGE: Mucupia Sede: CS Inhassunge-Sede | CH02119, INHASSUNGE: Mucupia Sede: CS Olinda | CH02120, INHASSUNGE: Mucupia Sede: CS Palane-Mucula | CH02121, LUABO: Luabo: CS Luabo | CH02133, LUGELA: Lugela Sede: CS Lugela-Sede | CH02134, MAGANJA DA COSTA: Maganja da Costa: CS Maganja da Costa | CH02135, MILANGE: Milange Sede: CS Milange | CH02136, MOCUBA:  Mocuba City: HD de Mocuba | CH02137, MOCUBELA: Mocubela: CS Mocubela | CH02138, MOLUMBO: Molumbo: CS de Molumbo | CH02112, MOPEIA: Campo: CS de  Lua-Lua | CH02113, MOPEIA: Campo: CS Posto Campo | CH02111, MOPEIA: Mopeia Sede: CS de Chimuara | CH02110, MOPEIA: Mopeia Sede: CS de Mopeia-Sede | CH02125, MORRUMBALA: Morrumbala Sede: HD Morrumbala | CH02139, MULEVALA: Mulevala: CS de Mulevala | CH02106, NAMACURRA: Macuse : CS de Muceliua | CH02108, NAMACURRA: Macuse : CS Furquia | CH02107, NAMACURRA: Macuse : PS Militar | CH02099, NAMACURRA: Macuse Sede: CS de Macuse | CH02103, NAMACURRA: Macuse Sede: CS de Mbawa | CH02101, NAMACURRA: Macuse Sede: CSde Mexixine | CH02100, NAMACURRA: Namacurra-Sede : CS  Malei | CH02104, NAMACURRA: Namacurra-Sede : CS de Muebele | CH02109, NAMACURRA: Namacurra-Sede : CS de Mugubia | CH02105, NAMACURRA: Namacurra-Sede : CS de Mutange | CH02098, NAMACURRA: Namacurra-Sede : CS de Namacurra | CH02102, NAMACURRA: Namacurra-Sede : PS de Naciaia | CH02140, NAMARROI: Namarroi Sede: CS Namarroi-Sede | CH02091, NICOADALA: Nicoadala Sede: CS  Nicoadala-Sede | CH02094, NICOADALA: Nicoadala Sede: CS Amorro | CH02097, NICOADALA: Nicoadala Sede: CS de Ilalane | CH02092, NICOADALA: Nicoadala Sede: CS de Licuar | CH02093, NICOADALA: Nicoadala Sede: CS de Namacata | CH02095, NICOADALA: Nicoadala Sede: CS Quinta Girassol | CH02096, NICOADALA: Nicoadala Sede: PS Domela | CH02141, PEBANE: Pebane Sede: CS de Pebane-Sede | CH02079, QUELIMANE DISTRICT: Maquival: C.S. Estação Malanha | CH02078, QUELIMANE DISTRICT: Maquival: CS de Inhangulue | CH02080, QUELIMANE DISTRICT: Maquival: CS de Ionge | CH02082, QUELIMANE DISTRICT: Maquival: CS de Maquival Sede | CH02081, QUELIMANE DISTRICT: Maquival: CS de Maquival-Rio | CH02068, QUELIMANE DISTRICT: Maquival: CS de Varela | CH02084, QUELIMANE DISTRICT: Maquival: CS. Madal | CH02083, QUELIMANE DISTRICT: Maquival: PS de Marrongane | CH02066, QUELIMANE DISTRICT: Urban 1: CS  24 de Julho | CH02069, QUELIMANE DISTRICT: Urban 1: CS  4 de Dezembro | CH02064, QUELIMANE DISTRICT: Urban 1: HG de Quelimane | CH02063, QUELIMANE DISTRICT: Urban 1: Hospital Central de Quelimane | CH02070, QUELIMANE DISTRICT: Urban 1: PS Cadeia Civil | CH02074, QUELIMANE DISTRICT: Urban 1: PS Militar | CH02076, QUELIMANE DISTRICT: Urban 2: CS  de  Incidua | CH02072, QUELIMANE DISTRICT: Urban 2: CS de Sangariveira | CH02071, QUELIMANE DISTRICT: Urban 3: CS  de Namuinho | CH02067, QUELIMANE DISTRICT: Urban 3: CS de Coalane | CH02073, QUELIMANE DISTRICT: Urban 3: PS de Zalala Mar | CH02065, QUELIMANE DISTRICT: Urban 4: CS  17 de Setembro | CH02075, QUELIMANE DISTRICT: Urban 4: CS de  Chabeco | CH02077, QUELIMANE DISTRICT: Urban 5: CS  de Micajune | CH01857, Other Health Facility | CH00750, Unknown or Unavailable",,,,,,([am2_mz_locdeath] = 'CH00012' or [am2_mz_locdeath] = 'CH00013' or [am2_mz_locdeath] = 'CH00014') and [user-dag-id] = '382',,,,,,,1
am2_fac_oth,present_illness,FINAL OUTCOME,text,Enter other health facility name:,,,,,,,[am2_fac_sl] = 'CH01857' OR [am2_fac_ke] = 'CH01857' or [am2_fac_za] = 'CH01857' OR [am2_fac_mz] = 'CH01857',,,,,,,1
am2_locdeath_oth,present_illness,FINAL OUTCOME,text,Other place of death,,,,,,,[am2_sl_locdeath]='CH00017' or [am2_ke_locdeath]='CH00017' or [am2_za_locdeath]='CH00017' or [am2_mz_locdeath]='CH00017',,,,,,,1
am2_3mocare,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Were there hospitalizations or outpatient presentations during the 3 months prior to death?,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am1_compinst_2,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<body><div style=""color:#11892C"";>No additional forms need to be completed.",,,,,,,[am2_3mocare] = 'CH00002',,,,,,,1
am2_admit_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of most recent admission or presentation,,,date_dmy,,,,,,,,,,,1
am2_admit_time,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Time of most recent admission or presentation,,,time,,,,,,,,,,,1
am2_dischg_known,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,"If the patient did not die during this admission, is the date of discharge from this facility known?<br>
Choose ""not applicable"" for patients who died in the hospital or in transport.","CH00001, Yes | CH00002, No |CH00004, Not applicable",,,,,,,,,,,,,1
am2_dischg_date,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"What is the date of discharge from this facility?<br>
Indicate the date of facility discharge for patients seen in a facility who the died in the community.",,,date_dmy,,,,[am2_dischg_known] = 'CH00001',,,,,,,1
embed19,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 48.3734%;"">Weight (kg) {am2_weight1}</td> <td style=""width: 48.3734%;"">Oxygen saturation on admission (%) {am2_oxygen_sat1}</td> </tr> <tr> <td style=""width: 48.3734%;"">Height (cm) {am2_height1}</td> <td style=""width: 48.3734%;"">Heart rate {am2_hr1}</td> </tr> <tr> <td style=""width: 48.3734%;"">Temperature (°C) {am2_temp1}</td> <td style=""width: 48.3734%;"">Blood pressure (systolic, mmHg) {am2_bp_syst1}</td> </tr> <tr> <td style=""width: 48.3734%;"">Respiratory rate {am2_rr1}</td> <td style=""width: 48.3734%;"">Blood pressure (diastolic, mmHg) {am2_bp_dias1}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am2_weight1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Weight (kg),,Weight in kilograms,number,10,120,,,,,,,,,1
am2_height1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Height (cm),,,number,50,300,,,,,,,,,1
am2_temp1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Temperature (°C),,Temperature in degrees Celsius,number,20,42,,,,,,,,,1
am2_rr1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Respiratory rate (breaths/minute),,,integer,0,100,,,,,,,,,1
am2_oxygen_sat1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Oxygen saturation on admission (%) ,,,integer,0,100,,,,,,,,,1
am2_hr1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Heart rate (beats/minute),,,integer,25,250,,,,,,,,,1
am2_bp_syst1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"Blood pressure (systolic), mmHg",,mmHg,integer,0,400,,,,,,,,,1
am2_bp_dias1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"Blood pressure (diastolic), mmHg",,mmHg,integer,0,400,,,,,,,,,1
am2_syst_rev,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Was a systematic review conducted upon admission or presentation to a health facility?,"CH00001, Yes | CH00002, No | CH00003, Unknown",,,,,,,,,,,,,1
text1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><p>Symptoms on arrival: If a symptom is indicated as present, enter number of days present. Enter 99 if unknown.<br /><br /><span style=""color: #e03e2d;"">Leave blank if no mention in chart.</span> Select NO if evaluated and negative.</p></div>",,,,,,,,,,,,,,1
embed14,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 173px;"" border=""1""> <tbody> <tr style=""height: 29px;""> <td style=""width: 12.3229%; height: 29px; background-color: #ced4d9;"">Fever</td> <td style=""width: 32.4363%; height: 29px;""> <p>{am2_fever}</p> <p>{am2_fever_day}</p> </td> <td style=""width: 18.8433%; height: 29px; background-color: #ced4d9;"">Chills</td> <td style=""width: 36.3975%; height: 29px;""> <p>{am2_chill}</p> <p>{am2_chill_day}</p> </td> </tr> <tr style=""height: 26px;""> <td style=""width: 12.3229%; height: 26px; background-color: #ced4d9;"">Cough</td> <td style=""width: 32.4363%; height: 26px;""> <p>{am2_cough}</p> <p>{am2_cough_day}</p> </td> <td style=""width: 18.8433%; height: 26px; background-color: #ced4d9;"">Myalgia-arthralgia</td> <td style=""width: 36.3975%; height: 26px;""> <p>{am2_myal}</p> <p>{am2_myal_day}</p> </td> </tr> <tr style=""height: 28px;""> <td style=""width: 12.3229%; height: 28px; background-color: #ced4d9;"">Vomiting</td> <td style=""width: 32.4363%; height: 28px;""> <p>{am2_vomit}</p> <p>{am2_vomit_day}</p> </td> <td style=""width: 18.8433%; height: 28px; background-color: #ced4d9;"">Choluria</td> <td style=""width: 36.3975%; height: 28px;""> <p>{am2_choluria}</p> <p>{am2_choluria_day}</p> </td> </tr> <tr style=""height: 29px;""> <td style=""width: 12.3229%; height: 29px; background-color: #ced4d9;"">Dyspnea</td> <td style=""width: 32.4363%; height: 29px;""> <p>{am2_dysp}</p> <p>{am2_dysp_day}</p> </td> <td style=""width: 18.8433%; height: 29px; background-color: #ced4d9;"">Abdominal Pain</td> <td style=""width: 36.3975%; height: 29px;""> <p>{am2_abpain}</p> <p>{am2_abpain_day}</p> </td> </tr> <tr style=""height: 31px;""> <td style=""width: 12.3229%; height: 31px; background-color: #ced4d9;"">Anorexia</td> <td style=""width: 32.4363%; height: 31px;""> <p>{am2_anorex}</p> <p>{am2_anorex_day}</p> </td> <td style=""width: 18.8433%; height: 31px; background-color: #ced4d9;"">Oliguria</td> <td style=""width: 36.3975%; height: 31px;""> <p>{am2_olig}</p> <p>{am2_olig_day}</p> </td> </tr> <tr style=""height: 30px;""> <td style=""width: 12.3229%; height: 30px; background-color: #ced4d9;"">Headache</td> <td style=""width: 32.4363%; height: 30px;""> <p>{am2_head}</p> <p>{am2_head_day}</p> </td> <td style=""width: 18.8433%; height: 30px; background-color: #ced4d9;"">Anuria</td> <td style=""width: 36.3975%; height: 30px;""> <p>{am2_anuria}</p> <p>{am2_anuria_day}</p> </td> </tr> <tr> <td style=""width: 12.3229%; background-color: #ced4d9;""> <p class=""p1"">Progressive Weight Loss</p> </td> <td style=""width: 32.4363%;""> <p>{am2_pwl}</p> </td> <td style=""width: 18.8433%; background-color: #ced4d9;""> <p class=""p1"">Oral Ulcers</p> </td> <td style=""width: 36.3975%;""> <p>{am2_oral}</p> <p>{am2_neco_desc}{am2_oral_necro}</p> </td> </tr> <tr> <td style=""width: 12.3229%; background-color: #ced4d9;""> <p class=""p1"">Papular Pruritic Eruptions</p> </td> <td style=""width: 32.4363%;""> <p>{am2_ppe}</p> </td> <td style=""width: 18.8433%; background-color: #ced4d9;""> <p class=""p1"">Persistent Oral Candidiasis</p> </td> <td style=""width: 36.3975%;""> <p>{am2_poc}</p> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am2_fever,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Fever,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_fever_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_fever]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_cough,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Cough,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_cough_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_cough]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_vomit,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Vomiting,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_vomit_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_vomit]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_dysp,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Dyspnea,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_dysp_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_dysp]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_anorex,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Anorexia,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_anorex_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_anorex]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_head,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Headache,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_head_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_head]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_chill,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Chills,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_chill_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_chill]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_myal,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Myalgia-arthralgia,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_myal_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_myal]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_choluria,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Choluria/dark urine,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_choluria_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_choluria]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_abpain,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Abdominal pain,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_abpain_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_abpain]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_olig,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Oliguria,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_olig_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_olig]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_anuria,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Anuria,"CH00001, Yes | CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_anuria_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,number,,,,[am2_anuria]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_diarr,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Diarrhea,"CH00001, Yes {am2_diarr_day} |CH00002, No","If yes, enter number of days. Enter 99 if not known or not recorded.",,,,,,,,,,,,1
am2_diarr_day,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Number of days,,Enter 99 if not known or not recorded,integer,0,100,,[am2_diarr]='CH00001',,,,,, @PLACEHOLDER='Number of days',1
am2_pwl,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Progressive weight loss,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am2_oral,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Oral ulcers ,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am2_neco_desc,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,Are they necrotizing?,,,,,,,[am2_oral] = 'CH00001',,,,,,,1
am2_oral_necro,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Necrotizing,"CH00001, Yes | CH00002, No",,,,,,[am2_oral] = 'CH00001',,,,,, @PLACEHOLDER,1
am2_ppe,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,papular pruritic eruptions,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am2_poc,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,persistent oral candidiasis,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am2_diarr_type,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,checkbox,Type of diarrheal stools (select all that apply),"CH03232, Watery |CH03231, Stool with blood |CH03226, Stool with mucus | CH00750, Unknown or Unavailable",,,,,,[am2_diarr]='CH00001',,,,,,,1
embed2,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><p>Enter any medications reported by patient upon admission or presentation (prescribed and taken prior to presenting at the health facility).</p> <p>{am2_admit_meds_1}</p> <p>{am2_admit_meds_2}</p> <p>{am2_admit_meds_3}</p> <p>{am2_admit_meds_4}</p> <p>{am2_admit_meds_5}</p></div>",,,,,,,,,,,,,,1
am2_admit_meds_1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Enter medications reported upon admission or visit (1),,,,,,,,,,,,,,1
am2_admit_meds_2,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Enter medications reported upon admission or visit (2),,,,,,,,,,,,,,1
am2_admit_meds_3,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Enter medications reported upon admission or visit (3),,,,,,,,,,,,,,1
am2_admit_meds_4,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Enter medications reported upon admission or visit (4),,,,,,,,,,,,,,1
am2_admit_meds_5,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Enter medications reported upon admission or visit (5),,,,,,,,,,,,,,1
embed3,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 35.8357%; background-color: #ced4d9;"">Suspected diagnoses upon admission</td> <td style=""width: 64.1643%;""> </td> </tr> <tr> <td style=""width: 35.8357%; background-color: #ced4d9;""><span style=""font-weight: normal;"">Main working diagnosis</span></td> <td style=""width: 64.1643%;"">{am2_dx_1}</td> </tr> <tr> <td style=""width: 35.8357%; background-color: #ced4d9;""><span style=""font-weight: normal;"">Other differential diagnosis (1)</span></td> <td style=""width: 64.1643%;"">{am2_dx_2}</td> </tr> <tr> <td style=""width: 35.8357%; background-color: #ced4d9;""><span style=""font-weight: normal;"">Other differential diagnosis (2)</span></td> <td style=""width: 64.1643%;"">{am2_dx_3}</td> </tr> <tr> <td style=""width: 35.8357%; background-color: #ced4d9;""><span style=""font-weight: normal;"">Other differential diagnosis (3)</span></td> <td style=""width: 64.1643%;"">{am2_dx_4}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am2_dx_1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Suspected diagnoses upon admission (main working diagnosis),,,,,,,,,,,,,,1
am2_dx_2,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Suspected diagnoses upon admission (other differential diagnosis 1),,enter differential diagnosis suspected,,,,,,,,,,,,1
am2_dx_3,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Suspected diagnoses upon admission (other differential diagnosis 2),,enter differential diagnosis suspected,,,,,,,,,,,,1
am2_dx_4,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Suspected diagnoses upon admission (other differential diagnosis 3),,enter differential diagnosis suspected,,,,,,,,,,,,1
am2_othsymp_desc,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,"Describe other symptoms and further information found in clinical history on arrival, including <b>previous</b> clinical/health history discovered during the final presentation.",,,,,,,,,,,,,,1
embed1,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 21.1048%; text-align: center; background-color: #ced4d9;""> <p style=""text-align: center;""><span style=""text-decoration: underline;"">3 months prior to death</span></p> <p style=""text-align: center;"">Date(s) of recent admission(s) or outpatient presentation(s) prior to death</p> </td> <td style=""width: 19.1218%; text-align: center; background-color: #ced4d9;"">Sign(s) and symptom(s) during this presentation</td> <td style=""width: 21.6714%; text-align: center; background-color: #ced4d9;"">Diagnosis during this presentation</td> <td style=""width: 16.7249%; text-align: center; background-color: #ced4d9;"">Patient identification number during this presentation (inpatient or outpatient)</td> <td style=""width: 21.5187%; text-align: center; background-color: #ced4d9;"">Date(s) of discharge, if admitted</td> </tr> <tr> <td style=""width: 21.1048%; text-align: center;"">{am2_admin1_dt}</td> <td style=""width: 19.1218%; text-align: center;"">{am2_admin1_sign}</td> <td style=""width: 21.6714%; text-align: center;"">{am2_admin1_reason}</td> <td style=""width: 16.7249%; text-align: center;"">{am2_admin1_numb}</td> <td style=""width: 21.5187%; text-align: center;"">{am2_disch1_dt}</td> </tr> <tr> <td style=""width: 21.1048%; text-align: center;"">{am2_admin2_dt}</td> <td style=""width: 19.1218%; text-align: center;"">{am2_admin2_sign}</td> <td style=""width: 21.6714%; text-align: center;"">{am2_admin2_reason}</td> <td style=""width: 16.7249%; text-align: center;"">{am2_admin2_numb}</td> <td style=""width: 21.5187%; text-align: center;"">{am2_disch2_dt}</td> </tr> <tr> <td style=""width: 21.1048%; text-align: center;"">{am2_admin3_dt}</td> <td style=""width: 19.1218%; text-align: center;"">{am2_admin3_sign}</td> <td style=""width: 21.6714%; text-align: center;"">{am2_admin3_reason}</td> <td style=""width: 16.7249%; text-align: center;"">{am2_admin3_numb}</td> <td style=""width: 21.5187%; text-align: center;"">{am2_disch3_dt}</td> </tr> </tbody> </table></div>",,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin1_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of recent admission or outpatient visit prior to death,,dd/mm/yyyy,date_dmy,,,,[am2_3mocare]='CH00001',,,,,,,1
