"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mits_peridontal,mits_specimen_collection_form,,radio,"Peridontal disease","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00814_ch00817,mits_specimen_collection_form,,radio,"Gross facial abnormalities","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,"first coded value in the variable name is the findings class, and then the finding coded value."
ch00814_ch00818,mits_specimen_collection_form,,radio,"Umbilicus abnormal","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00815_ch00820,mits_specimen_collection_form,,radio,Hepatomegaly,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00815_ch00821,mits_specimen_collection_form,,radio,"Enlarged lymph nodes ","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00815_ch00821_loc,mits_specimen_collection_form,,text,"Location of lymph nodes (if enlarged)",,,,,,,"[ch00815_ch00821] = 'CH00001'",,,,,,
ch00814_ch00819,mits_specimen_collection_form,,radio,"Other significant gross findings?","CH00001, Yes | CH00002, No | CH00003, Unknown",,,,,,,,RH,,,,"the first coded value in the variable is the finding class, the second value is the finding type"
mits_gross_sig_desc,mits_specimen_collection_form,,notes,"If Yes, describe other significant gross finding(s)",,,,,,,"[ch00814_ch00819]=""CH00001""",,,,,,
ch00816_ch00822,mits_specimen_collection_form,,radio,Jaundice/icterus,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,"the first coded value in the variable name is the finding class and the second is the finding type"
ch00816_ch00822_loc,mits_specimen_collection_form,,text,"Location of the jaundice or icterus:",,,,,,,"[ch00816_ch00822]=""CH00001""",,,,,,
ch00816_ch00822_desc,mits_specimen_collection_form,,notes,"Describe jaundice/icterus:",,,,,,,[ch00816_ch00822]='CH00001',,RH,,,,
ch00816_ch00823,mits_specimen_collection_form,,radio,Petechiae,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,"the first coded value in the variable name is the finding class and the second is the finding type"
ch00816_ch00823_loc,mits_specimen_collection_form,,text,"Location of the petechiae",,,,,,,"[ch00816_ch00823] = 'CH00001'",,,,,,
ch00816_ch00823_desc,mits_specimen_collection_form,,notes,"Describe petechiae:",,,,,,,[ch00816_ch00823]='CH00001',,RH,,,,
ch00816_ch00824,mits_specimen_collection_form,,radio,Rashes,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,"the first coded value in the variable name is the finding class and the second is the finding type"
ch00816_ch00824_loc,mits_specimen_collection_form,,text,"Location of the rash",,,,,,,"[ch00816_ch00824] =""CH00001""",,,,,,
ch00816_ch00824_desc,mits_specimen_collection_form,,notes,"Describe rashes:",,,,,,,[ch00816_ch00824]='CH00001',,RH,,,,
ch00816_ch03868,mits_specimen_collection_form,,radio,"Scale and/or erythema","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00816_ch03868_desc,mits_specimen_collection_form,,notes,"Describe scale and/or erythema:",,,,,,,[ch00816_ch03868]='CH00001',,RH,,,,
ch00816_ch03869,mits_specimen_collection_form,,radio,Hypopigmentation,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00816_ch03869_desc,mits_specimen_collection_form,,notes,"Describe Hypopigmentation:",,,,,,,[ch00816_ch03869]='CH00001',,RH,,,,
ch00816_ch03870,mits_specimen_collection_form,,radio,Hyperpigmentation,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,
ch00816_ch03870_desc,mits_specimen_collection_form,,notes,"Describe Hyperpigmentation:",,,,,,,[ch00816_ch03870]='CH00001',,RH,,,,
ch00816_ch00825,mits_specimen_collection_form,,radio,"Other abnormalities","CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,RH,,,,"the first coded value in the variable name is the finding class and the second is the finding type"
ch00816_ch00825_loc,mits_specimen_collection_form,,text,"Describe location of other skin abnormality",,,,,,,"[ch00816_ch00825]=""CH00001""",,,,,,
ch00816_ch00825_note,mits_specimen_collection_form,,text,"If other skin abnormalities, please describe:",,,,,,,"[ch00816_ch00825]=""CH00001""",,,,,,
ch00816_ch00827,mits_specimen_collection_form,"Blood from one of following:",radio,Mouth,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,,,blood_locations,,"The first coded value is the class of findings and the second coded value is the finding type"
ch00816_ch00828,mits_specimen_collection_form,,radio,Ears,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,,,blood_locations,,"The first coded value is the class of findings and the second coded value is the finding type"
ch00816_ch00829,mits_specimen_collection_form,,radio,Nose,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,,,blood_locations,,"The first coded value is the class of findings and the second coded value is the finding type"
ch00816_ch00830,mits_specimen_collection_form,,radio,Rectum,"CH00001, Yes | CH00002, No | CH00576, No Exam | CH00003, Unknown",,,,,,,,,,blood_locations,,"The first coded value is the class of findings and the second coded value is the finding type"
ch00839_ch00831,mits_specimen_collection_form,"MITS Photography",radio,Front,"CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00832,mits_specimen_collection_form,,radio,Back,"CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00833,mits_specimen_collection_form,,radio,Side,"CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00834,mits_specimen_collection_form,,radio,Nails,"CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00612,mits_specimen_collection_form,,radio,"Placenta: Maternal side","CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00613,mits_specimen_collection_form,,radio,"Placenta: Fetal side","CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00614,mits_specimen_collection_form,,radio,"Placenta: Section","CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00838,mits_specimen_collection_form,,radio,"Additional photos","CH00001, Yes | CH00002, No | CH00003, Unknown | CH00004, Not Applicable",,,,,,,,,,photo_locations,,"in the variable the first coded value is the photo class and the second is the photo type"
ch00839_ch00838_note,mits_specimen_collection_form,,text,"If Yes, please specify",,,,,,,"[ch00839_ch00838]=""CH00001""",,,,,,
mits_photo_why,mits_specimen_collection_form,,notes,"Explain why photograph(s) were not obtained",,,,,,,"[ch00839_ch00831] = 'CH00002' or [ch00839_ch00832] = 'CH00002' or [ch00839_ch00833] = 'CH00002' or [ch00839_ch00834] = 'CH00002' or [ch00839_ch00612]=""CH00002"" or [ch00839_ch00613] = 'CH00002' or [ch00839_ch00614]= 'CH00002'",,,,,,"if any photos not taken, ch00831 through ch00837 are ""no"" then populate the response in this field into the notes column for the photo type."
ch00839_ch00831_face,mits_specimen_collection_form,,radio,"Is the face in full view in the frontal picture?","CH00001, Yes | CH00002, No",,,,,,"[ch00839_ch00831] = 'CH00001'",,RH,,,,
ch00841_ch00083,mits_specimen_collection_form,"Body Fluid Collection",radio,"Cerebrospinal fluid","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,"first coded value is the specimen class, second coded value is the specimen type"
ch00841_ch00083_nc,mits_specimen_collection_form,,text,"Reason CSF not collected",,,,,,,"[ch00841_ch00083]= 'CH00002'",y,,,,,
ch00841_ch00083_ch00109,mits_specimen_collection_form,,text,"Approximate volume collected",,mL,,,,,"[ch00841_ch00083] = ""CH00001""",y,,,,,"first coded value is specimen type, second is unit of measure."
ch00841_ch00083_appear,mits_specimen_collection_form,,radio,"Gross appearance of the CSF","CH00599, Clear | CH00600, Turbid | CH00601, Purulent | CH00602, Hematic",,,,,,"[ch00841_ch00083] = ""CH00001""",y,,,,,
ch00841_ch00077_002,mits_specimen_collection_form,,radio,"Blood Culture Bottle: Whole blood","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,"[specimen_type] = CH00077, [mits_comp_id] = 002"
ch00841_ch00077_002_nc,mits_specimen_collection_form,,text,"Reason Blood Culture Bottle not collected",,,,,,,"[ch00841_ch00077_002] = 'CH00002'",y,,,,,
ch00841_ch00077_004,mits_specimen_collection_form,,radio,"EDTA Tube: Whole blood","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00841_ch00077_004_nc,mits_specimen_collection_form,,text,"Reason EDTA Whole Blood not collected",,,,,,,"[ch00841_ch00077_004] = 'CH00002'",y,,,,,
ch00077_004_ch00109,mits_specimen_collection_form,,text,"Approximate volume of blood collected",,(mL),number,0,30,,"[ch00841_ch00077_004]=""CH00001""",y,,,,,
ch00077_004_appear,mits_specimen_collection_form,,radio,"Gross appearance of blood","CH00093, Blood | CH00096, Serum | CH01876, Hemolyzed",,,,,,"[ch00841_ch00077_004]=""CH00001""",y,,,,,
ch00077_004_loc,mits_specimen_collection_form,,radio,"Location where blood was collected","CH00615, Clavicular | CH00616, Intracardiac | CH00617, Other",,,,,,"[ch00841_ch00077_004]=""CH00001""",y,,,,,
ch00077_004_loc_other,mits_specimen_collection_form,,text,"If Other location, please specify",,,,,,,"[ch00077_004_loc] = ""CH00617""",y,,,,,
ch00841_ch00077_130,mits_specimen_collection_form,,radio,"RED Top Tube: For Serum","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00841_ch00077_130_nc,mits_specimen_collection_form,,text,"Reason Red Top Tube not collected",,,,,,,"[ch00841_ch00077_130] = 'CH00002'",y,,,,,
ch00077_130_ch00109,mits_specimen_collection_form,,text,"Approximate volume of blood collected",,(mL),number,0,30,,"[ch00841_ch00077_130]=""CH00001""",y,,,,,
ch00077_130_appear,mits_specimen_collection_form,,radio,"Gross appearance of blood","CH00093, Blood | CH03304, Coagulated | CH01876, Hemolyzed",,,,,,"[ch00841_ch00077_130]=""CH00001""",y,,,,,
ch00077_130_loc,mits_specimen_collection_form,,radio,"Location where blood was collected","CH00615, Clavicular | CH00616, Intracardiac | CH00617, Other",,,,,,"[ch00841_ch00077_130]=""CH00001""",y,,,,,
ch00077_130_loc_other,mits_specimen_collection_form,,text,"If Other location, please specify",,,,,,,"[ch00077_130_loc] = ""CH00617""",y,,,,,
ch00841_ch00077_003,mits_specimen_collection_form,,radio,"Blood Spots: Whole blood","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00841_ch00077_dbs,mits_specimen_collection_form,,checkbox,"Which Blood Spot samples were collected?","1, MITS Kit label ending in .003 | 2, MITS Kit label ending in .139",,,,,y,"[ch00841_ch00077_003]= 'CH00001'",y,,,,,
ch00841_ch00077_003_sptcnt,mits_specimen_collection_form,,text,"Total number of dried blood spot cards collected:",,,integer,1,8,,"[ch00841_ch00077_dbs(1)] = '1'",y,,,,,
ch00841_ch00077_003_nc,mits_specimen_collection_form,,text,"Reason Blood Spots not collected",,,,,,,"[ch00841_ch00077_003] = 'CH00002'",y,,,,,
ch00841_ch00095,mits_specimen_collection_form,,radio,"Rectal swab","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00841_ch00095_nc,mits_specimen_collection_form,,text,"Reason Rectal Swab not collected",,,,,,,[ch00841_ch00095]='CH00002',y,,,,,
ch00841_ch00098,mits_specimen_collection_form,,radio,"NP/OP swab","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00841_ch00098_nc,mits_specimen_collection_form,,text,"Reason NP/OP Swab not collected",,,,,,,[ch00841_ch00098]='CH00002',y,,,,,
descriptive,mits_specimen_collection_form,,descriptive,"<u>Checklist for Tissue Collection</u>",,,,,,,,,,,,,
ch00842_ch00648_027,mits_specimen_collection_form,"Liver and abdominal organs",radio,"Cryovial 01 (2 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,liver_abdomen_tissue,,"the first coded value is the specimen class, then specimen type, then kit component ID"
ch00842_ch00648_028,mits_specimen_collection_form,,radio,"Cryovial 02 (2 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,liver_abdomen_tissue,,"the first coded value is the specimen class, then specimen type, then kit component ID"
ch00842_ch00648_041,mits_specimen_collection_form,,radio,"Formalin jar 1 (6+2 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,liver_abdomen_tissue,,"the first coded value is the specimen class, then specimen type, then kit component ID"
ch00842_ch00648_042,mits_specimen_collection_form,,radio,"Formalin jar 2 (6+2) cores","CH00001, Yes | CH00002, No",,,,,,,,,,liver_abdomen_tissue,,"the first coded value is the specimen class, then specimen type, then kit component ID"
ch00842_ch00648_nc,mits_specimen_collection_form,,notes,"If any of the liver and abdominal specimens were not collected, specify which and why they were not collected",,,,,,,"[ch00842_ch00648_027] = ""CH00002"" or [ch00842_ch00648_028] = ""CH00002"" or [ch00842_ch00648_041] = ""CH00002"" or [ch00842_ch00648_042] = ""CH00002""",,,,,,
ch00842_ch00648_136,mits_specimen_collection_form,,radio,"Cryovial (M0000X.136)","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00842_ch00648_137,mits_specimen_collection_form,,radio,"Cryovial (M0000X.137)","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00842_ch00648_138,mits_specimen_collection_form,,radio,"Cryovial (M0000X.138)","CH00001, Yes | CH00002, No",,,,,,,y,RH,,,,
ch00842_ch00648_nc_rp,mits_specimen_collection_form,,notes,"<div class=""rich-text-field-label""><p>If any of the liver and abdominal specimens <em><span style=""text-decoration: underline;"">(M0000X.136, M0000X.137, M0000X.138)</span></em> were not collected, specify which and why they were not collected</p></div>",,,,,,,"[ch00842_ch00648_136] = ""CH00002"" or [ch00842_ch00648_137] = ""CH00002"" or [ch00842_ch00648_138] = ""CH00002""",,,,,,
ch00842_ch00649_029,mits_specimen_collection_form,"Right thorax / Right lung",radio,"Cryovial 03 (3 cores, 1 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,right_lung,,
ch00842_ch00649_030,mits_specimen_collection_form,,radio,"Cryovial 04 (3 cores, 1 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,right_lung,,
ch00842_ch00649_043,mits_specimen_collection_form,,radio,"Formalin jar 03 (6 cores, 2 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,right_lung,,
ch00842_ch00649_044,mits_specimen_collection_form,,radio,"Formalin jar 04 (6 cores, 2 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,right_lung,,
ch00842_ch00649_nc,mits_specimen_collection_form,,notes,"If any of the right thorax or right lung specimens were not collected, specify which and why they were not collected",,,,,,,"[ch00842_ch00649_029] = ""CH00002"" or [ch00842_ch00649_030] = ""CH00002"" or [ch00842_ch00649_043] = ""CH00002"" or [ch00842_ch00649_044] = ""CH00002""",,,,,,
ch00842_ch00845_039,mits_specimen_collection_form,"Right and left thorax / Right and left lung",radio,"Cryovial 14 (for PCR) (6 cores total)","CH00001, Yes | CH00002, No",,,,,,,,,,right_and_left_lung,,
ch00842_ch00845_nc,mits_specimen_collection_form,,notes,"If the right and left thorax / right and left lung specimen was not collected, specify why it was not collected",,,,,,,"[ch00842_ch00845_039] = ""CH00002""",,,,,,
ch00842_ch00650_031,mits_specimen_collection_form,"Left thorax / Left lung",radio,"Cryovial 05 (3 cores, 1 from each field)","CH00001, Yes | CH00002, No",,,,,,,,,,left_lung,,
ch00842_ch00650_032,mits_specimen_collection_form,,radio,"Cryovial 06 (3 cores, 1 from each field)","CH00001, Yes | CH00002, No",,,,,,,,,,left_lung,,
ch00842_ch00650_045,mits_specimen_collection_form,,radio,"Formalin jar 05 (6 cores per jar, 2 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,left_lung,,
ch00842_ch00650_046,mits_specimen_collection_form,,radio,"Formalin jar 06 (6 cores per jar, 2 from each lobe or field)","CH00001, Yes | CH00002, No",,,,,,,,,,left_lung,,
ch00842_ch00650_nc,mits_specimen_collection_form,,notes,"If any of the left thorax or left lung specimens were not collected, specify which and why they were not collected",,,,,,,"[ch00842_ch00650_031] = ""CH00002"" or [ch00842_ch00650_032] = ""CH00002"" or [ch00842_ch00650_045] = ""CH00002"" or [ch00842_ch00650_046] = ""CH00002""",,,,,,
ch00842_ch00651_033,mits_specimen_collection_form,"Brain (Posterior and Fontanelle)",radio,"Cryovial 07 (2 plus 2 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,cns_post,,
ch00842_ch00651_034,mits_specimen_collection_form,,radio,"Cryovial 08 (2 plus 2 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,cns_post,,
ch00842_ch00651_047,mits_specimen_collection_form,,radio,"Formalin jar 07 (6 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,cns_post,,
ch00842_ch00651_048,mits_specimen_collection_form,,radio,"Formalin jar 08 (6 cores)","CH00001, Yes | CH00002, No",,,,,,,,,,cns_post,,
ch00842_ch00651_nc,mits_specimen_collection_form,,notes,"If any of the brain, posterior and fontanelle, specimens were not collected, specify which and why they were not collected",,,,,,,"[ch00842_ch00651_033] = ""CH00002"" or [ch00842_ch00651_034] = ""CH00002"" or [ch00842_ch00651_047] = ""CH00002"" or [ch00842_ch00651_048] = ""CH00002""",,,,,,
